39_6E6R_11.pdb	39_6E6R_11.pdb
39_6E6R_12.pdb	39_6E6R_12.pdb
39_6E6R_13.pdb	39_6E6R_13.pdb
39_6E6R_14.pdb	39_6E6R_14.pdb
39_6E6R_15.pdb	39_6E6R_15.pdb
39_6E6R_15.pdb	39_6E6R_36.pdb
39_6E6R_15.pdb	39_6E6R_92.pdb
39_6E6R_15.pdb	39_6E6R_93.pdb
39_6E6R_16.pdb	39_6E6R_16.pdb
39_6E6R_17.pdb	39_6E6R_17.pdb
39_6E6R_18.pdb	39_6E6R_18.pdb
39_6E6R_19.pdb	39_6E6R_19.pdb
39_6E6R_2.pdb	39_6E6R_2.pdb
39_6E6R_20.pdb	39_6E6R_20.pdb
39_6E6R_21.pdb	39_6E6R_21.pdb
39_6E6R_24.pdb	39_6E6R_24.pdb
39_6E6R_25.pdb	39_6E6R_25.pdb
39_6E6R_26.pdb	39_6E6R_26.pdb
39_6E6R_27.pdb	39_6E6R_27.pdb
39_6E6R_28.pdb	39_6E6R_28.pdb
39_6E6R_29.pdb	39_6E6R_29.pdb
39_6E6R_3.pdb	39_6E6R_3.pdb
39_6E6R_30.pdb	39_6E6R_30.pdb
39_6E6R_31.pdb	39_6E6R_31.pdb
39_6E6R_33.pdb	39_6E6R_33.pdb
39_6E6R_34.pdb	39_6E6R_34.pdb
39_6E6R_35.pdb	39_6E6R_35.pdb
39_6E6R_37.pdb	39_6E6R_37.pdb
39_6E6R_38.pdb	39_6E6R_38.pdb
39_6E6R_4.pdb	39_6E6R_4.pdb
39_6E6R_40.pdb	39_6E6R_40.pdb
39_6E6R_41.pdb	39_6E6R_41.pdb
39_6E6R_42.pdb	39_6E6R_42.pdb
39_6E6R_44.pdb	39_6E6R_44.pdb
39_6E6R_46.pdb	39_6E6R_46.pdb
39_6E6R_47.pdb	39_6E6R_47.pdb
39_6E6R_47.pdb	39_6E6R_0.pdb
39_6E6R_49.pdb	39_6E6R_49.pdb
39_6E6R_51.pdb	39_6E6R_51.pdb
39_6E6R_52.pdb	39_6E6R_52.pdb
39_6E6R_55.pdb	39_6E6R_55.pdb
39_6E6R_56.pdb	39_6E6R_56.pdb
39_6E6R_57.pdb	39_6E6R_57.pdb
39_6E6R_58.pdb	39_6E6R_58.pdb
39_6E6R_59.pdb	39_6E6R_59.pdb
39_6E6R_6.pdb	39_6E6R_6.pdb
39_6E6R_60.pdb	39_6E6R_60.pdb
39_6E6R_62.pdb	39_6E6R_62.pdb
39_6E6R_63.pdb	39_6E6R_63.pdb
39_6E6R_64.pdb	39_6E6R_64.pdb
39_6E6R_66.pdb	39_6E6R_66.pdb
39_6E6R_68.pdb	39_6E6R_68.pdb
39_6E6R_69.pdb	39_6E6R_69.pdb
39_6E6R_7.pdb	39_6E6R_7.pdb
39_6E6R_70.pdb	39_6E6R_70.pdb
39_6E6R_71.pdb	39_6E6R_71.pdb
39_6E6R_72.pdb	39_6E6R_72.pdb
39_6E6R_74.pdb	39_6E6R_74.pdb
39_6E6R_75.pdb	39_6E6R_75.pdb
39_6E6R_76.pdb	39_6E6R_76.pdb
39_6E6R_77.pdb	39_6E6R_77.pdb
39_6E6R_78.pdb	39_6E6R_78.pdb
39_6E6R_79.pdb	39_6E6R_79.pdb
39_6E6R_8.pdb	39_6E6R_8.pdb
39_6E6R_81.pdb	39_6E6R_81.pdb
39_6E6R_82.pdb	39_6E6R_82.pdb
39_6E6R_83.pdb	39_6E6R_83.pdb
39_6E6R_84.pdb	39_6E6R_84.pdb
39_6E6R_84.pdb	39_6E6R_65.pdb
39_6E6R_85.pdb	39_6E6R_85.pdb
39_6E6R_86.pdb	39_6E6R_86.pdb
39_6E6R_88.pdb	39_6E6R_88.pdb
39_6E6R_89.pdb	39_6E6R_89.pdb
39_6E6R_90.pdb	39_6E6R_90.pdb
39_6E6R_91.pdb	39_6E6R_91.pdb
39_6E6R_94.pdb	39_6E6R_94.pdb
39_6E6R_95.pdb	39_6E6R_95.pdb
39_6E6R_96.pdb	39_6E6R_96.pdb
39_6E6R_97.pdb	39_6E6R_97.pdb
39_6E6R_98.pdb	39_6E6R_98.pdb
39_6E6R_99.pdb	39_6E6R_99.pdb
