33_1yov_16.pdb	33_1yov_16.pdb
33_1yov_38.pdb	33_1yov_38.pdb
33_1yov_38.pdb	33_1yov_33.pdb
33_1yov_4.pdb	33_1yov_4.pdb
33_1yov_57.pdb	33_1yov_57.pdb
33_1yov_7.pdb	33_1yov_7.pdb
33_1yov_7.pdb	33_1yov_21.pdb
33_1yov_7.pdb	33_1yov_83.pdb
33_1yov_74.pdb	33_1yov_74.pdb
33_1yov_84.pdb	33_1yov_84.pdb
33_1yov_87.pdb	33_1yov_87.pdb
33_1yov_88.pdb	33_1yov_88.pdb
33_1yov_88.pdb	33_1yov_56.pdb
33_1yov_90.pdb	33_1yov_90.pdb
33_1yov_92.pdb	33_1yov_92.pdb
33_1yov_92.pdb	33_1yov_53.pdb
33_1yov_92.pdb	33_1yov_1.pdb
33_1yov_92.pdb	33_1yov_14.pdb
33_1yov_92.pdb	33_1yov_6.pdb
33_1yov_94.pdb	33_1yov_94.pdb
